,sentimentValue,article
943,-1.0,two good reason by juli besonenjan
944,-1.0,alumni like denzel washington gov
945,-1.0,andrew m. cuomo alan alda and lana del rey know it but for those who never attend fordham univers it regal beauti might be a surpris
946,-1.0,with it landscap lawn well-groom hedg and gothic architectur it wa a go-to locat for collegi drama includ clove stori d cquiz showd and ca beauti mind.d the reason for plebeian to intrud is the fordham museum of greek etruscan and roman art hous in the contemporari william d. walsh famili librari on the campu in the bronx
947,-1.0,the intim museum is a bit like nick carraway live next door to jay gatsbi it more illustri neighbor be the new york botan garden and the bronx zoo . william d. walsh ( - ) a lawyer and financi who studi greek and latin at fordham spent decad and a fortun acquir artifact th
948,-1.0,by the associ pressjan
949,-1.0,bram kohlhausen -yard touchdown run in the third overtim carri no
950,0.0,texa christian to a wild - victori over no
951,-1.0,oregon in the alamo bowl on saturday night in san antonio after the horn frog had storm back from a - halftim deficit behind a backup quarterback . the -point comeback for a victori tie the record for a bowl game match one by texa tech in the insight bowl against minnesota . oregon ( - ) storm to it big earli lead behind quarterback vernon adam jr. but he left the game late in the second quarter after take a hard hit to the head
952,-1.0,oregon gain onli yard in regul in the second half . kohlhausen start in place of trevon boykin who wa suspend after a bar fight two day earlier
953,-1.0,kohlhausen pass for yard and two touchdown and ran for two more score . the duck were click behind adam who pass for yard and a touchdown scrambl out of sever
954,-1.0,by the associ pressjan
955,-1.0,carson citi nev. the nevada suprem court ha order a new trial for a man convict of murder a hell angel leader in a shootout between rival motorcycl club at a reno-area casino . the court rule on thursday overturn the convict of ernesto gonzalez say a district court had abus it discret by not answer a juri question about a conspiraci charg . the justic also said the lower court had fail to split up decis about guilt and whether mr. gonzalez should get a harsher penalti for gang involv . cthe cumul effect of these error depriv appel of hi right to a fair trial d justic nanci m. saitta wrote in a unanim opinion . mr. gonzalez is a former presid of the nicaragua chapter of the vago motorcycl club
956,-1.0,he wa convict in of first-degre murder and other feloni in the kill of jeffrey pettigrew who wa known as the godfath
957,-1.0,by alan schwarzjan
958,-1.0,delray beach fla. three shaki month into recoveri from heroin addict dariya pankova found someth to eas her withdraw
959,-1.0,a local nonalcohol bar sold a brew beverag that sooth her brain and bodi much as narcot had
960,0.0,a perfect solut befor it backfir . ms. pankova grew addict to the beverag itself
961,-1.0,she drank more and more awaken her crave for the stronger high of heroin and relaps
962,-1.0,onli dure anoth stay in rehab did ms. pankova learn that the drink primari ingredi a southeast asian leaf call kratom affect the brain like an opiat and can be addict too . cit prey on the weak and the broken d said ms. pankova a brooklyn nativ who receiv treatment in delray beach
963,-1.0,cit a mind-alt substanc so peopl like me who are addict and alcohol they think just becaus it legal it fine
964,-1.0,it a huge epidem down here
965,-1.0,by alan feuerjan
966,-1.0,though brooklyn ha it share of hybrid oper like a barbershop where you can get a cocktail it ha suffer from a lack of fine-din karaok joint which have tradit cluster in koreatown in manhattan in the s
967,1.0,but just two week ago the restaur insa open in gowanu offer a wide array of korean barbecu dish and after-dinn entertain in one of five karaok room with wacki theme
968,-1.0,own by sohui kim and ben schneider the marri coupl behind the good fork in red hook insa which occupi a sprawl former warehous at douglass street may be the onli place in brooklyn where you can cook cuttlefish and octopu on your tabl grill and then repair to the jungl room for a perform of chound dog.d last week a group of brooklynit wa plan to do precis that albeit with a bit more food and without the elvi . in the seat the host of the even sort of kay c
969,-1.0,by phillip lutzjan
970,-1.0,when ian quinn a professor of music at yale attend hi first sacr harp hymn-sing session in a stone chapel in berkeley calif. in he wa so impress with the session open to all comer and the egalitarian messag it sent to music-mak gener that he decid to push for a similar session when he return to new haven . cit just turn my whole world upsid down d he said
971,-1.0,chow move it wa for me to see thi music space where anybodi could just walk in off the street and have thi experi of sing in four part without have to audit without have to feel like they were performing.d by spring have receiv the necessari approv mr. quinn wa teach a credit-bear cours and lead an open sing session at yale where on a recent tuesday night nearli two dozen peopl fill stoeckel hall with song and good cheer munch on cake and bond around the
972,-1.0,by tammi la gorcejan
973,-1.0,sal cataldi often perform hi origin music which rang in influenc from frank zappa to mile davi to nick drake behind a pair of belli dancer
974,-1.0,after he finish a gig he head home to hi double-deck barg at tom point marina in port washington
975,-1.0,hi day job in manhattan ha includ orchestr a -zombi march across the brooklyn bridg . cthe stori of my life is shape by the fact that my father die when i wa d mr. cataldi said recent while sip tea in front of a crackl fire in hi barg tini live room
976,-1.0,the vessel in which he ha live year round sinc is heat but the fireplac is still crucial to a cozi exist on the water . mr. cataldi father an engin had pancreat cancer
977,-1.0,che wa a young man when he die in hi s
978,0.0,and he had plan and dream
979,-1.0,i alway kind of figur i might die young too so i might as well focu on qualiti of life do the thin
980,-1.0,by tammi la gorcejan
981,-1.0,the rock n roll troubadour willi nile tour so frequent that rememb what citi he wa in a week ago sometim pose a challeng
982,-1.0,but he alway know where hell be in januari . ceveri year we clear the calendar for light of day d mr. nile who wrap up -day road trip in novemb across the midwest with hi three bandmat said as he prepar to perform in rahway that night
983,1.0,clight of day is a great commun of peopl come togeth with good will look for great music.d what start as a privat parti on the jersey shore for mr. nile friend bob benjamin ha balloon into one of rock music most celebr chariti event and ha rais more than $ million for research on parkinson diseas . light of day winterfest from jan. to with mani of the event in asburi park start in a few year after mr. benjamin a manag of rock band and a longtim fixt
